customer_key,customer_id,customer_name,gender,birth_date,loyalty_tier,customer_segment,province,city,registered_date
976,CUST-0976,Putra Permana,Male,1997-05-04,Regular,Family,Jawa Barat,Bogor,2024-07-08
977,CUST-0977,Putra Gunawan,Female,1999-08-23,Gold,SMB,Sumatera Utara,Deli Serdang,2024-01-28
978,CUST-0978,Rani Halim,Male,1991-12-19,Regular,Gadget Enthusiast,Jawa Timur,Malang,2023-11-30
979,CUST-0979,Budi Susanto,Female,1985-07-11,Platinum,Student,Bali,Badung,2023-03-08
980,CUST-0980,Putra Siregar,Female,1978-06-10,Regular,Gadget Enthusiast,Jawa Timur,Sidoarjo,2024-06-17
981,CUST-0981,Hana Wijaya,Male,2004-04-22,Regular,SMB,Jawa Timur,Malang,2024-11-07
982,CUST-0982,Fajar Pratama,Male,1975-08-27,Regular,Family,Bali,Denpasar,2024-05-23
983,CUST-0983,Rani Siregar,Female,2004-02-23,Regular,Gadget Enthusiast,Jawa Barat,Bogor,2024-10-07
984,CUST-0984,Indra Saputra,Male,2005-06-26,Gold,Student,Jawa Barat,Depok,2023-11-01
985,CUST-0985,Fajar Siregar,Female,1995-12-17,Silver,Student,Jawa Timur,Malang,2024-06-06
986,CUST-0986,Dewi Siregar,Male,2005-11-21,Regular,Gadget Enthusiast,Jawa Timur,Surabaya,2023-03-27
987,CUST-0987,Gita Lestari,Female,2001-03-24,Regular,Student,Banten,Tangerang,2024-11-23
988,CUST-0988,Gita Pratama,Female,1992-10-07,Regular,Family,Banten,Tangerang,2024-02-18
989,CUST-0989,Wahyu Santoso,Female,1991-11-06,Gold,Family,Sumatera Utara,Deli Serdang,2024-09-20
990,CUST-0990,Sari Halim,Female,1984-02-08,Platinum,Family,Bali,Badung,2023-05-22
991,CUST-0991,Putra Saputra,Female,1996-02-12,Silver,Gadget Enthusiast,Jawa Barat,Bogor,2024-09-28
992,CUST-0992,Yuni Halim,Male,1984-05-17,Silver,Family,Sumatera Utara,Medan,2023-06-20
993,CUST-0993,Lina Halim,Female,1987-05-02,Silver,Family,Banten,Tangerang Selatan,2022-04-04
994,CUST-0994,Joko Gunawan,Male,1992-04-25,Platinum,SMB,Banten,Tangerang,2023-11-07
995,CUST-0995,Eka Susanto,Male,2000-07-03,Regular,Professional,Bali,Denpasar,2024-01-12
996,CUST-0996,Vina Santoso,Male,1984-03-12,Regular,Professional,Jawa Barat,Bogor,2022-01-28
997,CUST-0997,Budi Pratama,Female,2000-08-02,Regular,Professional,Bali,Denpasar,2023-05-22
998,CUST-0998,Budi Lestari,Female,1995-07-05,Gold,Student,Sumatera Utara,Medan,2022-06-01
999,CUST-0999,Tono Halim,Male,1978-12-19,Regular,SMB,DKI Jakarta,Jakarta Pusat,2023-10-02
1000,CUST-GUEST,Guest Customer,Unknown,,Regular,Walk-in,,,2023-01-01
